,file,start_time,end_time,Cheer,A,Check,B,K,C,Chits,D,J,G,E
1105,/mnt/class_data/Shelby/One_Minute_Audio/SL44_Trial_1_trim.WAV,15.0,18.0,False,0,False,False,False,0,False,0,False,False,1
1106,/mnt/class_data/Shelby/One_Minute_Audio/SL44_Trial_1_trim.WAV,18.0,21.0,False,0,False,False,False,0,False,0,False,False,0
1107,/mnt/class_data/Shelby/One_Minute_Audio/SL44_Trial_1_trim.WAV,21.0,24.0,False,0,False,False,False,0,False,0,False,False,1
1108,/mnt/class_data/Shelby/One_Minute_Audio/SL44_Trial_1_trim.WAV,24.0,27.0,False,0,False,False,False,0,False,0,False,False,1
1109,/mnt/class_data/Shelby/One_Minute_Audio/SL44_Trial_1_trim.WAV,27.0,30.0,False,0,False,False,False,0,False,0,False,False,1
1110,/mnt/class_data/Shelby/One_Minute_Audio/SL44_Trial_1_trim.WAV,30.0,33.0,False,0,False,False,False,0,False,0,False,False,0
1111,/mnt/class_data/Shelby/One_Minute_Audio/SL44_Trial_1_trim.WAV,33.0,36.0,False,0,False,False,False,0,False,0,False,False,0
1112,/mnt/class_data/Shelby/One_Minute_Audio/SL44_Trial_1_trim.WAV,36.0,39.0,False,0,False,False,False,0,False,0,False,False,0
1113,/mnt/class_data/Shelby/One_Minute_Audio/SL44_Trial_1_trim.WAV,39.0,42.0,False,0,False,False,False,0,False,0,False,False,1
1114,/mnt/class_data/Shelby/One_Minute_Audio/SL44_Trial_1_trim.WAV,42.0,45.0,False,0,False,False,False,0,False,0,False,False,0
1115,/mnt/class_data/Shelby/One_Minute_Audio/SL44_Trial_1_trim.WAV,45.0,48.0,False,0,False,False,False,0,False,0,False,False,1
1116,/mnt/class_data/Shelby/One_Minute_Audio/SL44_Trial_1_trim.WAV,48.0,51.0,False,0,False,False,False,0,False,0,False,False,0
1117,/mnt/class_data/Shelby/One_Minute_Audio/SL44_Trial_1_trim.WAV,51.0,54.0,False,0,False,False,False,0,False,0,False,False,1
1118,/mnt/class_data/Shelby/One_Minute_Audio/SL44_Trial_1_trim.WAV,54.0,57.0,False,0,False,False,False,0,False,0,False,False,0
1119,/mnt/class_data/Shelby/One_Minute_Audio/SL44_Trial_1_trim.WAV,57.0,60.0,False,0,False,False,False,0,False,0,False,False,0
1120,/mnt/class_data/Shelby/One_Minute_Audio/SL11_Trial_3_trim.WAV,0.0,3.0,False,0,False,False,False,0,False,0,False,False,1
1121,/mnt/class_data/Shelby/One_Minute_Audio/SL11_Trial_3_trim.WAV,3.0,6.0,False,0,False,False,False,0,False,0,False,False,1
1122,/mnt/class_data/Shelby/One_Minute_Audio/SL11_Trial_3_trim.WAV,6.0,9.0,False,0,False,False,False,0,False,0,False,False,1
1123,/mnt/class_data/Shelby/One_Minute_Audio/SL11_Trial_3_trim.WAV,9.0,12.0,False,0,False,False,False,0,False,0,False,False,1
1124,/mnt/class_data/Shelby/One_Minute_Audio/SL11_Trial_3_trim.WAV,12.0,15.0,True,0,False,False,False,0,False,0,False,False,1
1125,/mnt/class_data/Shelby/One_Minute_Audio/SL11_Trial_3_trim.WAV,15.0,18.0,True,0,False,False,False,0,False,0,False,False,1
1126,/mnt/class_data/Shelby/One_Minute_Audio/SL11_Trial_3_trim.WAV,18.0,21.0,True,0,False,False,False,0,False,0,False,False,1
1127,/mnt/class_data/Shelby/One_Minute_Audio/SL11_Trial_3_trim.WAV,21.0,24.0,True,0,False,False,False,0,False,0,False,False,1
1128,/mnt/class_data/Shelby/One_Minute_Audio/SL11_Trial_3_trim.WAV,24.0,27.0,True,0,False,False,False,0,False,0,False,False,0
1129,/mnt/class_data/Shelby/One_Minute_Audio/SL11_Trial_3_trim.WAV,27.0,30.0,True,0,False,False,False,0,False,0,False,False,0
1130,/mnt/class_data/Shelby/One_Minute_Audio/SL11_Trial_3_trim.WAV,30.0,33.0,False,0,False,False,False,0,False,0,False,False,1
1131,/mnt/class_data/Shelby/One_Minute_Audio/SL11_Trial_3_trim.WAV,33.0,36.0,True,0,False,False,False,0,False,0,False,False,0
1132,/mnt/class_data/Shelby/One_Minute_Audio/SL11_Trial_3_trim.WAV,36.0,39.0,False,0,False,False,False,0,False,0,False,False,1
1133,/mnt/class_data/Shelby/One_Minute_Audio/SL11_Trial_3_trim.WAV,39.0,42.0,True,0,False,False,False,0,False,0,False,False,1
1134,/mnt/class_data/Shelby/One_Minute_Audio/SL11_Trial_3_trim.WAV,42.0,45.0,True,0,False,False,False,0,False,0,False,False,0
1135,/mnt/class_data/Shelby/One_Minute_Audio/SL11_Trial_3_trim.WAV,45.0,48.0,True,0,False,False,False,0,False,0,False,False,0
1136,/mnt/class_data/Shelby/One_Minute_Audio/SL11_Trial_3_trim.WAV,48.0,51.0,True,0,False,False,False,0,False,0,False,False,0
1137,/mnt/class_data/Shelby/One_Minute_Audio/SL11_Trial_3_trim.WAV,51.0,54.0,True,0,False,False,False,0,False,0,False,False,0
1138,/mnt/class_data/Shelby/One_Minute_Audio/SL11_Trial_3_trim.WAV,54.0,57.0,True,0,False,False,False,0,False,0,False,False,0
1139,/mnt/class_data/Shelby/One_Minute_Audio/SL11_Trial_3_trim.WAV,57.0,60.0,True,0,False,False,False,0,False,0,False,False,1
1140,/mnt/class_data/Shelby/One_Minute_Audio/SL51_Trial_2_trim.WAV,0.0,3.0,False,0,True,False,False,0,False,0,False,False,0
1141,/mnt/class_data/Shelby/One_Minute_Audio/SL51_Trial_2_trim.WAV,3.0,6.0,False,0,True,False,False,0,False,0,False,False,0
1142,/mnt/class_data/Shelby/One_Minute_Audio/SL51_Trial_2_trim.WAV,6.0,9.0,False,0,True,False,False,0,False,0,False,False,0
1143,/mnt/class_data/Shelby/One_Minute_Audio/SL51_Trial_2_trim.WAV,9.0,12.0,False,0,True,False,False,0,False,0,False,False,0
1144,/mnt/class_data/Shelby/One_Minute_Audio/SL51_Trial_2_trim.WAV,12.0,15.0,True,0,True,False,False,0,False,0,False,False,0
1145,/mnt/class_data/Shelby/One_Minute_Audio/SL51_Trial_2_trim.WAV,15.0,18.0,True,0,True,False,False,0,False,0,False,False,0
1146,/mnt/class_data/Shelby/One_Minute_Audio/SL51_Trial_2_trim.WAV,18.0,21.0,True,0,True,False,False,0,False,0,False,False,0
1147,/mnt/class_data/Shelby/One_Minute_Audio/SL51_Trial_2_trim.WAV,21.0,24.0,True,0,True,False,False,0,False,0,False,False,0
1148,/mnt/class_data/Shelby/One_Minute_Audio/SL51_Trial_2_trim.WAV,24.0,27.0,True,0,False,False,False,0,False,0,False,False,0
1149,/mnt/class_data/Shelby/One_Minute_Audio/SL51_Trial_2_trim.WAV,27.0,30.0,True,0,False,False,False,0,False,0,False,False,0
1150,/mnt/class_data/Shelby/One_Minute_Audio/SL51_Trial_2_trim.WAV,30.0,33.0,True,0,False,False,False,0,False,0,False,False,0
1151,/mnt/class_data/Shelby/One_Minute_Audio/SL51_Trial_2_trim.WAV,33.0,36.0,True,0,True,False,False,0,False,0,False,False,0
1152,/mnt/class_data/Shelby/One_Minute_Audio/SL51_Trial_2_trim.WAV,36.0,39.0,True,0,False,False,False,0,False,0,False,False,0
1153,/mnt/class_data/Shelby/One_Minute_Audio/SL51_Trial_2_trim.WAV,39.0,42.0,True,0,False,False,False,0,False,0,False,False,0
1154,/mnt/class_data/Shelby/One_Minute_Audio/SL51_Trial_2_trim.WAV,42.0,45.0,True,0,True,False,False,0,False,0,False,False,0
1155,/mnt/class_data/Shelby/One_Minute_Audio/SL51_Trial_2_trim.WAV,45.0,48.0,True,0,False,False,False,0,False,0,False,False,0
1156,/mnt/class_data/Shelby/One_Minute_Audio/SL51_Trial_2_trim.WAV,48.0,51.0,True,0,False,False,False,0,False,0,False,False,0
1157,/mnt/class_data/Shelby/One_Minute_Audio/SL51_Trial_2_trim.WAV,51.0,54.0,True,0,True,False,False,0,False,0,False,False,0
1158,/mnt/class_data/Shelby/One_Minute_Audio/SL51_Trial_2_trim.WAV,54.0,57.0,True,0,False,False,False,0,False,0,False,False,0
1159,/mnt/class_data/Shelby/One_Minute_Audio/SL51_Trial_2_trim.WAV,57.0,60.0,True,0,False,False,False,0,False,0,False,False,0
1180,/mnt/class_data/Shelby/One_Minute_Audio/AZ13_Trial_1_trim.WAV,0.0,3.0,False,0,True,False,False,0,False,0,False,False,0
1181,/mnt/class_data/Shelby/One_Minute_Audio/AZ13_Trial_1_trim.WAV,3.0,6.0,False,0,True,False,False,0,False,0,False,False,0
1182,/mnt/class_data/Shelby/One_Minute_Audio/AZ13_Trial_1_trim.WAV,6.0,9.0,False,0,True,False,False,0,False,0,False,False,0
1183,/mnt/class_data/Shelby/One_Minute_Audio/AZ13_Trial_1_trim.WAV,9.0,12.0,False,0,True,False,False,0,False,0,False,False,0
1184,/mnt/class_data/Shelby/One_Minute_Audio/AZ13_Trial_1_trim.WAV,12.0,15.0,True,0,True,False,False,0,False,0,False,False,0
1185,/mnt/class_data/Shelby/One_Minute_Audio/AZ13_Trial_1_trim.WAV,15.0,18.0,False,0,True,False,False,0,False,0,False,False,0
1186,/mnt/class_data/Shelby/One_Minute_Audio/AZ13_Trial_1_trim.WAV,18.0,21.0,True,0,True,False,False,0,False,0,False,False,0
1187,/mnt/class_data/Shelby/One_Minute_Audio/AZ13_Trial_1_trim.WAV,21.0,24.0,False,0,True,False,False,0,False,0,False,False,0
1188,/mnt/class_data/Shelby/One_Minute_Audio/AZ13_Trial_1_trim.WAV,24.0,27.0,True,0,True,False,False,0,False,0,False,False,0
1189,/mnt/class_data/Shelby/One_Minute_Audio/AZ13_Trial_1_trim.WAV,27.0,30.0,False,0,True,False,False,0,False,0,False,False,0
1190,/mnt/class_data/Shelby/One_Minute_Audio/AZ13_Trial_1_trim.WAV,30.0,33.0,False,0,True,False,False,0,False,0,False,False,0
1191,/mnt/class_data/Shelby/One_Minute_Audio/AZ13_Trial_1_trim.WAV,33.0,36.0,False,0,True,False,False,0,False,0,False,False,0
1192,/mnt/class_data/Shelby/One_Minute_Audio/AZ13_Trial_1_trim.WAV,36.0,39.0,False,0,True,False,False,0,False,0,False,False,0
1193,/mnt/class_data/Shelby/One_Minute_Audio/AZ13_Trial_1_trim.WAV,39.0,42.0,True,0,True,False,False,0,False,0,False,False,0
1194,/mnt/class_data/Shelby/One_Minute_Audio/AZ13_Trial_1_trim.WAV,42.0,45.0,False,0,True,False,False,0,False,0,False,False,0
1195,/mnt/class_data/Shelby/One_Minute_Audio/AZ13_Trial_1_trim.WAV,45.0,48.0,False,0,True,False,False,0,False,0,False,False,0
1196,/mnt/class_data/Shelby/One_Minute_Audio/AZ13_Trial_1_trim.WAV,48.0,51.0,True,0,True,False,False,0,False,0,False,False,0
1197,/mnt/class_data/Shelby/One_Minute_Audio/AZ13_Trial_1_trim.WAV,51.0,54.0,False,0,True,False,False,0,True,0,False,False,0
1198,/mnt/class_data/Shelby/One_Minute_Audio/AZ13_Trial_1_trim.WAV,54.0,57.0,False,0,True,False,False,0,False,0,False,False,0
1199,/mnt/class_data/Shelby/One_Minute_Audio/AZ13_Trial_1_trim.WAV,57.0,60.0,False,0,True,False,False,0,False,0,False,False,0
1200,/mnt/class_data/Shelby/One_Minute_Audio/EF01_Trial_3_trim.WAV,0.0,3.0,False,0,True,False,False,0,False,0,False,False,1
1201,/mnt/class_data/Shelby/One_Minute_Audio/EF01_Trial_3_trim.WAV,3.0,6.0,False,0,False,False,False,0,False,0,False,False,1
1202,/mnt/class_data/Shelby/One_Minute_Audio/EF01_Trial_3_trim.WAV,6.0,9.0,False,0,False,False,False,0,False,0,False,False,1
1203,/mnt/class_data/Shelby/One_Minute_Audio/EF01_Trial_3_trim.WAV,9.0,12.0,False,0,False,False,False,0,False,0,False,False,1
1204,/mnt/class_data/Shelby/One_Minute_Audio/EF01_Trial_3_trim.WAV,12.0,15.0,False,0,False,False,False,0,False,0,False,False,1
1205,/mnt/class_data/Shelby/One_Minute_Audio/EF01_Trial_3_trim.WAV,15.0,18.0,False,0,False,False,False,0,False,0,False,False,1
1206,/mnt/class_data/Shelby/One_Minute_Audio/EF01_Trial_3_trim.WAV,18.0,21.0,False,0,False,False,False,0,False,0,False,False,1
1207,/mnt/class_data/Shelby/One_Minute_Audio/EF01_Trial_3_trim.WAV,21.0,24.0,False,0,False,False,False,0,False,0,False,False,0
1208,/mnt/class_data/Shelby/One_Minute_Audio/EF01_Trial_3_trim.WAV,24.0,27.0,False,0,False,False,False,0,False,0,False,False,0
1209,/mnt/class_data/Shelby/One_Minute_Audio/EF01_Trial_3_trim.WAV,27.0,30.0,False,0,False,False,False,0,False,0,False,False,0
1210,/mnt/class_data/Shelby/One_Minute_Audio/EF01_Trial_3_trim.WAV,30.0,33.0,False,0,True,False,False,0,False,0,False,False,0
1211,/mnt/class_data/Shelby/One_Minute_Audio/EF01_Trial_3_trim.WAV,33.0,36.0,True,0,False,False,False,0,False,0,False,False,0
1212,/mnt/class_data/Shelby/One_Minute_Audio/EF01_Trial_3_trim.WAV,36.0,39.0,False,0,False,False,False,0,False,0,False,False,0
1213,/mnt/class_data/Shelby/One_Minute_Audio/EF01_Trial_3_trim.WAV,39.0,42.0,False,0,False,False,False,0,False,0,False,False,0
1214,/mnt/class_data/Shelby/One_Minute_Audio/EF01_Trial_3_trim.WAV,42.0,45.0,True,0,False,False,False,0,False,0,False,False,0
1215,/mnt/class_data/Shelby/One_Minute_Audio/EF01_Trial_3_trim.WAV,45.0,48.0,False,0,False,False,False,0,False,0,False,False,1
1216,/mnt/class_data/Shelby/One_Minute_Audio/EF01_Trial_3_trim.WAV,48.0,51.0,True,0,False,False,False,0,False,0,False,False,0
1217,/mnt/class_data/Shelby/One_Minute_Audio/EF01_Trial_3_trim.WAV,51.0,54.0,False,0,False,False,False,0,False,0,False,False,0
1218,/mnt/class_data/Shelby/One_Minute_Audio/EF01_Trial_3_trim.WAV,54.0,57.0,False,0,False,False,False,0,True,0,False,False,1
1219,/mnt/class_data/Shelby/One_Minute_Audio/EF01_Trial_3_trim.WAV,57.0,60.0,False,0,False,False,False,0,False,0,False,False,0
1220,/mnt/class_data/Shelby/One_Minute_Audio/SL09_Trial_1_trim.WAV,0.0,3.0,True,0,True,False,False,0,False,0,False,False,0
1221,/mnt/class_data/Shelby/One_Minute_Audio/SL09_Trial_1_trim.WAV,3.0,6.0,True,0,False,False,False,0,False,0,False,False,0
1222,/mnt/class_data/Shelby/One_Minute_Audio/SL09_Trial_1_trim.WAV,6.0,9.0,False,0,True,False,False,0,False,0,False,False,0
1223,/mnt/class_data/Shelby/One_Minute_Audio/SL09_Trial_1_trim.WAV,9.0,12.0,False,0,True,False,False,0,False,0,False,False,0
1224,/mnt/class_data/Shelby/One_Minute_Audio/SL09_Trial_1_trim.WAV,12.0,15.0,False,0,True,False,False,0,False,0,False,False,0
1225,/mnt/class_data/Shelby/One_Minute_Audio/SL09_Trial_1_trim.WAV,15.0,18.0,False,0,True,False,False,0,False,0,False,False,0
1226,/mnt/class_data/Shelby/One_Minute_Audio/SL09_Trial_1_trim.WAV,18.0,21.0,False,0,False,False,False,0,False,0,False,False,0
1227,/mnt/class_data/Shelby/One_Minute_Audio/SL09_Trial_1_trim.WAV,21.0,24.0,False,0,True,False,False,0,False,0,False,False,0
1228,/mnt/class_data/Shelby/One_Minute_Audio/SL09_Trial_1_trim.WAV,24.0,27.0,False,0,True,False,False,0,False,0,False,False,0
1229,/mnt/class_data/Shelby/One_Minute_Audio/SL09_Trial_1_trim.WAV,27.0,30.0,False,0,True,False,False,0,False,0,False,False,0
1230,/mnt/class_data/Shelby/One_Minute_Audio/SL09_Trial_1_trim.WAV,30.0,33.0,False,0,True,False,False,0,False,0,False,False,0
1231,/mnt/class_data/Shelby/One_Minute_Audio/SL09_Trial_1_trim.WAV,33.0,36.0,False,0,True,False,False,0,False,0,False,False,0
1232,/mnt/class_data/Shelby/One_Minute_Audio/SL09_Trial_1_trim.WAV,36.0,39.0,False,0,True,False,False,0,False,0,False,False,0
1233,/mnt/class_data/Shelby/One_Minute_Audio/SL09_Trial_1_trim.WAV,39.0,42.0,False,0,True,False,False,0,True,0,False,False,0
1234,/mnt/class_data/Shelby/One_Minute_Audio/SL09_Trial_1_trim.WAV,42.0,45.0,False,0,True,False,False,0,False,0,False,False,0
1235,/mnt/class_data/Shelby/One_Minute_Audio/SL09_Trial_1_trim.WAV,45.0,48.0,False,0,False,False,False,0,False,0,False,False,0
1236,/mnt/class_data/Shelby/One_Minute_Audio/SL09_Trial_1_trim.WAV,48.0,51.0,False,0,False,False,False,0,False,0,False,False,0
1237,/mnt/class_data/Shelby/One_Minute_Audio/SL09_Trial_1_trim.WAV,51.0,54.0,False,0,False,False,False,0,True,0,False,False,0
1238,/mnt/class_data/Shelby/One_Minute_Audio/SL09_Trial_1_trim.WAV,54.0,57.0,False,0,False,False,False,0,True,0,False,False,0
1239,/mnt/class_data/Shelby/One_Minute_Audio/SL09_Trial_1_trim.WAV,57.0,60.0,False,0,False,False,False,0,True,0,False,False,0
1260,/mnt/class_data/Shelby/One_Minute_Audio/SL43_Trial_3_trim.WAV,,,False,0,False,False,False,0,False,0,False,False,0
1261,/mnt/class_data/Shelby/One_Minute_Audio/SL07_Trial_1_trim.WAV,0.0,3.0,True,0,True,False,False,0,False,1,False,False,0
1262,/mnt/class_data/Shelby/One_Minute_Audio/SL07_Trial_1_trim.WAV,3.0,6.0,True,0,False,False,False,0,False,1,False,False,0
1263,/mnt/class_data/Shelby/One_Minute_Audio/SL07_Trial_1_trim.WAV,6.0,9.0,True,0,True,False,False,0,False,1,False,False,0
1264,/mnt/class_data/Shelby/One_Minute_Audio/SL07_Trial_1_trim.WAV,9.0,12.0,True,0,True,False,False,0,False,1,False,False,0
1265,/mnt/class_data/Shelby/One_Minute_Audio/SL07_Trial_1_trim.WAV,12.0,15.0,True,0,True,False,False,0,False,1,False,False,0
1266,/mnt/class_data/Shelby/One_Minute_Audio/SL07_Trial_1_trim.WAV,15.0,18.0,True,0,True,False,False,0,False,1,False,False,0
1267,/mnt/class_data/Shelby/One_Minute_Audio/SL07_Trial_1_trim.WAV,18.0,21.0,True,0,True,False,False,0,False,1,False,False,0
1268,/mnt/class_data/Shelby/One_Minute_Audio/SL07_Trial_1_trim.WAV,21.0,24.0,True,0,False,False,False,0,False,1,False,False,0
1269,/mnt/class_data/Shelby/One_Minute_Audio/SL07_Trial_1_trim.WAV,24.0,27.0,False,0,False,False,False,0,False,1,False,False,0
1270,/mnt/class_data/Shelby/One_Minute_Audio/SL07_Trial_1_trim.WAV,27.0,30.0,True,0,False,False,False,0,False,1,False,False,0
1271,/mnt/class_data/Shelby/One_Minute_Audio/SL07_Trial_1_trim.WAV,30.0,33.0,True,0,False,False,False,0,False,1,False,False,0
1272,/mnt/class_data/Shelby/One_Minute_Audio/SL07_Trial_1_trim.WAV,33.0,36.0,True,0,False,False,False,0,False,1,False,False,0
1273,/mnt/class_data/Shelby/One_Minute_Audio/SL07_Trial_1_trim.WAV,36.0,39.0,False,0,False,False,False,0,False,1,False,False,0
1274,/mnt/class_data/Shelby/One_Minute_Audio/SL07_Trial_1_trim.WAV,39.0,42.0,True,0,False,False,False,0,False,1,False,False,0
1275,/mnt/class_data/Shelby/One_Minute_Audio/SL07_Trial_1_trim.WAV,42.0,45.0,True,0,False,False,False,0,False,1,False,False,0
1276,/mnt/class_data/Shelby/One_Minute_Audio/SL07_Trial_1_trim.WAV,45.0,48.0,True,0,False,False,False,0,False,1,False,False,0
1277,/mnt/class_data/Shelby/One_Minute_Audio/SL07_Trial_1_trim.WAV,48.0,51.0,True,0,False,False,False,0,False,1,False,False,0
1278,/mnt/class_data/Shelby/One_Minute_Audio/SL07_Trial_1_trim.WAV,51.0,54.0,True,0,False,False,False,0,False,1,False,False,0
1279,/mnt/class_data/Shelby/One_Minute_Audio/SL07_Trial_1_trim.WAV,54.0,57.0,True,0,False,False,False,0,False,1,False,False,0
1280,/mnt/class_data/Shelby/One_Minute_Audio/SL07_Trial_1_trim.WAV,57.0,60.0,False,0,False,False,False,0,False,1,False,False,0
1281,/mnt/class_data/Shelby/One_Minute_Audio/SL12_Trial_1_trim.WAV,0.0,3.0,False,0,True,False,False,0,False,0,False,False,0
1282,/mnt/class_data/Shelby/One_Minute_Audio/SL12_Trial_1_trim.WAV,3.0,6.0,False,0,True,True,False,0,False,0,False,False,0
1283,/mnt/class_data/Shelby/One_Minute_Audio/SL12_Trial_1_trim.WAV,6.0,9.0,False,0,True,False,False,0,False,0,False,False,0
1284,/mnt/class_data/Shelby/One_Minute_Audio/SL12_Trial_1_trim.WAV,9.0,12.0,False,0,True,True,False,0,False,0,False,False,0
1285,/mnt/class_data/Shelby/One_Minute_Audio/SL12_Trial_1_trim.WAV,12.0,15.0,False,0,False,False,False,0,False,0,False,False,0
1286,/mnt/class_data/Shelby/One_Minute_Audio/SL12_Trial_1_trim.WAV,15.0,18.0,False,0,True,False,False,0,False,0,False,False,0
1287,/mnt/class_data/Shelby/One_Minute_Audio/SL12_Trial_1_trim.WAV,18.0,21.0,True,0,True,False,False,0,False,0,False,False,0
1288,/mnt/class_data/Shelby/One_Minute_Audio/SL12_Trial_1_trim.WAV,21.0,24.0,False,0,False,False,False,0,False,0,False,False,0
1289,/mnt/class_data/Shelby/One_Minute_Audio/SL12_Trial_1_trim.WAV,24.0,27.0,False,0,True,False,False,0,False,0,False,False,0
1290,/mnt/class_data/Shelby/One_Minute_Audio/SL12_Trial_1_trim.WAV,27.0,30.0,False,0,False,False,False,0,False,0,False,False,0
1291,/mnt/class_data/Shelby/One_Minute_Audio/SL12_Trial_1_trim.WAV,30.0,33.0,False,0,True,False,False,0,False,0,False,False,0
1292,/mnt/class_data/Shelby/One_Minute_Audio/SL12_Trial_1_trim.WAV,33.0,36.0,False,0,False,False,False,0,False,0,False,False,0
1293,/mnt/class_data/Shelby/One_Minute_Audio/SL12_Trial_1_trim.WAV,36.0,39.0,False,0,True,False,False,0,False,0,False,False,0
1294,/mnt/class_data/Shelby/One_Minute_Audio/SL12_Trial_1_trim.WAV,39.0,42.0,False,0,True,False,False,0,False,0,False,False,0
1295,/mnt/class_data/Shelby/One_Minute_Audio/SL12_Trial_1_trim.WAV,42.0,45.0,False,0,True,False,False,0,False,0,False,False,0
1296,/mnt/class_data/Shelby/One_Minute_Audio/SL12_Trial_1_trim.WAV,45.0,48.0,False,0,False,False,False,0,False,0,False,False,0
1297,/mnt/class_data/Shelby/One_Minute_Audio/SL12_Trial_1_trim.WAV,48.0,51.0,False,0,False,False,False,0,False,0,False,False,0
1298,/mnt/class_data/Shelby/One_Minute_Audio/SL12_Trial_1_trim.WAV,51.0,54.0,False,0,True,False,False,0,False,0,False,False,0
1299,/mnt/class_data/Shelby/One_Minute_Audio/SL12_Trial_1_trim.WAV,54.0,57.0,False,0,True,True,False,0,False,0,False,False,0
1300,/mnt/class_data/Shelby/One_Minute_Audio/SL12_Trial_1_trim.WAV,57.0,60.0,False,0,False,False,False,0,False,0,False,False,0
1301,/mnt/class_data/Shelby/One_Minute_Audio/SL13_Trial_3_trim.WAV,0.0,3.0,False,0,False,False,False,0,False,0,False,False,0
1302,/mnt/class_data/Shelby/One_Minute_Audio/SL13_Trial_3_trim.WAV,3.0,6.0,False,0,False,False,False,0,False,0,False,False,0
1303,/mnt/class_data/Shelby/One_Minute_Audio/SL13_Trial_3_trim.WAV,6.0,9.0,False,0,True,False,False,0,False,0,False,False,0
1304,/mnt/class_data/Shelby/One_Minute_Audio/SL13_Trial_3_trim.WAV,9.0,12.0,False,0,False,False,False,0,False,0,False,False,0
1305,/mnt/class_data/Shelby/One_Minute_Audio/SL13_Trial_3_trim.WAV,12.0,15.0,False,0,False,False,False,0,False,0,False,False,0
1306,/mnt/class_data/Shelby/One_Minute_Audio/SL13_Trial_3_trim.WAV,15.0,18.0,False,0,True,False,False,0,False,0,False,False,0
1307,/mnt/class_data/Shelby/One_Minute_Audio/SL13_Trial_3_trim.WAV,18.0,21.0,False,0,False,False,False,0,False,0,False,False,0
1308,/mnt/class_data/Shelby/One_Minute_Audio/SL13_Trial_3_trim.WAV,21.0,24.0,False,0,False,False,False,0,False,0,False,False,0
1309,/mnt/class_data/Shelby/One_Minute_Audio/SL13_Trial_3_trim.WAV,24.0,27.0,False,0,False,False,False,0,False,0,False,False,0
1310,/mnt/class_data/Shelby/One_Minute_Audio/SL13_Trial_3_trim.WAV,27.0,30.0,False,0,False,False,False,0,False,0,False,False,0
1311,/mnt/class_data/Shelby/One_Minute_Audio/SL13_Trial_3_trim.WAV,30.0,33.0,False,0,False,False,False,0,False,0,False,False,0
1312,/mnt/class_data/Shelby/One_Minute_Audio/SL13_Trial_3_trim.WAV,33.0,36.0,False,0,False,False,False,0,False,0,False,False,0
1313,/mnt/class_data/Shelby/One_Minute_Audio/SL13_Trial_3_trim.WAV,36.0,39.0,False,0,False,False,False,0,False,0,False,False,0
1314,/mnt/class_data/Shelby/One_Minute_Audio/SL13_Trial_3_trim.WAV,39.0,42.0,False,0,False,False,False,0,False,0,False,False,0
1315,/mnt/class_data/Shelby/One_Minute_Audio/SL13_Trial_3_trim.WAV,42.0,45.0,False,0,False,False,False,0,False,0,False,False,0
1316,/mnt/class_data/Shelby/One_Minute_Audio/SL13_Trial_3_trim.WAV,45.0,48.0,False,0,False,False,False,0,False,0,False,False,0
1317,/mnt/class_data/Shelby/One_Minute_Audio/SL13_Trial_3_trim.WAV,48.0,51.0,False,0,True,False,False,0,False,0,False,False,0
1318,/mnt/class_data/Shelby/One_Minute_Audio/SL13_Trial_3_trim.WAV,51.0,54.0,False,0,True,False,False,0,False,0,False,False,0
1319,/mnt/class_data/Shelby/One_Minute_Audio/SL13_Trial_3_trim.WAV,54.0,57.0,False,0,True,False,False,0,False,0,False,False,0
1320,/mnt/class_data/Shelby/One_Minute_Audio/SL13_Trial_3_trim.WAV,57.0,60.0,False,0,True,False,False,0,False,0,False,False,0
1321,/mnt/class_data/Shelby/One_Minute_Audio/AZ13_Trial_3_trim.WAV,0.0,3.0,False,0,True,False,False,0,False,0,False,False,0
1322,/mnt/class_data/Shelby/One_Minute_Audio/AZ13_Trial_3_trim.WAV,3.0,6.0,False,0,True,False,False,0,False,0,False,False,0
1323,/mnt/class_data/Shelby/One_Minute_Audio/AZ13_Trial_3_trim.WAV,6.0,9.0,False,0,True,False,False,0,False,0,False,False,0
1324,/mnt/class_data/Shelby/One_Minute_Audio/AZ13_Trial_3_trim.WAV,9.0,12.0,False,0,True,False,False,0,False,0,False,False,0
1325,/mnt/class_data/Shelby/One_Minute_Audio/AZ13_Trial_3_trim.WAV,12.0,15.0,False,0,True,False,False,0,False,0,False,False,0
1326,/mnt/class_data/Shelby/One_Minute_Audio/AZ13_Trial_3_trim.WAV,15.0,18.0,False,0,True,False,False,0,False,0,False,False,0
1327,/mnt/class_data/Shelby/One_Minute_Audio/AZ13_Trial_3_trim.WAV,18.0,21.0,False,0,True,False,False,0,False,0,False,False,0
1328,/mnt/class_data/Shelby/One_Minute_Audio/AZ13_Trial_3_trim.WAV,21.0,24.0,False,0,True,False,False,0,False,0,False,False,0
1329,/mnt/class_data/Shelby/One_Minute_Audio/AZ13_Trial_3_trim.WAV,24.0,27.0,False,0,True,False,False,0,False,0,False,False,0
1330,/mnt/class_data/Shelby/One_Minute_Audio/AZ13_Trial_3_trim.WAV,27.0,30.0,False,0,True,False,False,0,False,0,False,False,0
1331,/mnt/class_data/Shelby/One_Minute_Audio/AZ13_Trial_3_trim.WAV,30.0,33.0,False,0,True,False,False,0,False,0,False,False,0
1332,/mnt/class_data/Shelby/One_Minute_Audio/AZ13_Trial_3_trim.WAV,33.0,36.0,False,0,True,False,False,0,False,0,False,False,0
