Selection,View,Channel,begin_time_s,end_time_s,low_freq_hz,high_freq_hz,delta_time_s,call_type,selection_fpath,file_id,channel_is_one,NestID,Site,Date,Time,Model,Stage,NestAge,NestlingAge,Trial,Weather,wav_fpath,wav_fname,has_wav,has_metadata
13,Spectrogram 1,1,23.64474849,24.31876361,2952.548,13202.109,0.674,Cheer,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Selections\SL11 Trial 3_trim.Table.1.selections.txt,SL11_Trial_3_trim,True,SL11,Domain,5/14/2025,10:22:00,Rattlesnake,Inc,2,,3,clear,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Trimmed\SL11 Trial 3_trim.WAV,SL11 Trial 3_trim.WAV,True,True
14,Spectrogram 1,1,25.9280257,26.60542783,3205.624,13581.722,0.6774,Cheer,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Selections\SL11 Trial 3_trim.Table.1.selections.txt,SL11_Trial_3_trim,True,SL11,Domain,5/14/2025,10:22:00,Rattlesnake,Inc,2,,3,clear,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Trimmed\SL11 Trial 3_trim.WAV,SL11 Trial 3_trim.WAV,True,True
15,Spectrogram 1,1,28.34973831,28.99665734,3036.907,13792.619,0.6469,Cheer,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Selections\SL11 Trial 3_trim.Table.1.selections.txt,SL11_Trial_3_trim,True,SL11,Domain,5/14/2025,10:22:00,Rattlesnake,Inc,2,,3,clear,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Trimmed\SL11 Trial 3_trim.WAV,SL11 Trial 3_trim.WAV,True,True
16,Spectrogram 1,1,32.69592101,32.8517235,2108.963,15100.176,0.1558,E,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Selections\SL11 Trial 3_trim.Table.1.selections.txt,SL11_Trial_3_trim,True,SL11,Domain,5/14/2025,10:22:00,Rattlesnake,Inc,2,,3,clear,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Trimmed\SL11 Trial 3_trim.WAV,SL11 Trial 3_trim.WAV,True,True
17,Spectrogram 1,1,34.48458892,35.0502197,3163.445,15690.685,0.5656,Cheer,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Selections\SL11 Trial 3_trim.Table.1.selections.txt,SL11_Trial_3_trim,True,SL11,Domain,5/14/2025,10:22:00,Rattlesnake,Inc,2,,3,clear,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Trimmed\SL11 Trial 3_trim.WAV,SL11 Trial 3_trim.WAV,True,True
18,Spectrogram 1,1,36.65855403,36.80419549,1813.708,15057.996,0.1456,E,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Selections\SL11 Trial 3_trim.Table.1.selections.txt,SL11_Trial_3_trim,True,SL11,Domain,5/14/2025,10:22:00,Rattlesnake,Inc,2,,3,clear,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Trimmed\SL11 Trial 3_trim.WAV,SL11 Trial 3_trim.WAV,True,True
19,Spectrogram 1,1,38.13190366,38.28093213,1687.17,14594.025,0.149,E,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Selections\SL11 Trial 3_trim.Table.1.selections.txt,SL11_Trial_3_trim,True,SL11,Domain,5/14/2025,10:22:00,Rattlesnake,Inc,2,,3,clear,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Trimmed\SL11 Trial 3_trim.WAV,SL11 Trial 3_trim.WAV,True,True
20,Spectrogram 1,1,39.34784048,39.51719101,2024.605,15015.817,0.1694,E,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Selections\SL11 Trial 3_trim.Table.1.selections.txt,SL11_Trial_3_trim,True,SL11,Domain,5/14/2025,10:22:00,Rattlesnake,Inc,2,,3,clear,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Trimmed\SL11 Trial 3_trim.WAV,SL11 Trial 3_trim.WAV,True,True
21,Spectrogram 1,1,40.62271854,40.75142495,1771.529,14594.025,0.1287,E,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Selections\SL11 Trial 3_trim.Table.1.selections.txt,SL11_Trial_3_trim,True,SL11,Domain,5/14/2025,10:22:00,Rattlesnake,Inc,2,,3,clear,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Trimmed\SL11 Trial 3_trim.WAV,SL11 Trial 3_trim.WAV,True,True
22,Spectrogram 1,1,41.65575679,42.2654187,3079.086,13539.543,0.6097,Cheer,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Selections\SL11 Trial 3_trim.Table.1.selections.txt,SL11_Trial_3_trim,True,SL11,Domain,5/14/2025,10:22:00,Rattlesnake,Inc,2,,3,clear,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Trimmed\SL11 Trial 3_trim.WAV,SL11 Trial 3_trim.WAV,True,True
23,Spectrogram 1,1,43.99311816,44.62310213,3036.907,12822.496,0.63,Cheer,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Selections\SL11 Trial 3_trim.Table.1.selections.txt,SL11_Trial_3_trim,True,SL11,Domain,5/14/2025,10:22:00,Rattlesnake,Inc,2,,3,clear,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Trimmed\SL11 Trial 3_trim.WAV,SL11 Trial 3_trim.WAV,True,True
24,Spectrogram 1,1,46.47108993,46.99946359,2868.19,13033.392,0.5284,Cheer,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Selections\SL11 Trial 3_trim.Table.1.selections.txt,SL11_Trial_3_trim,True,SL11,Domain,5/14/2025,10:22:00,Rattlesnake,Inc,2,,3,clear,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Trimmed\SL11 Trial 3_trim.WAV,SL11 Trial 3_trim.WAV,True,True
25,Spectrogram 1,1,49.03363804,49.47056241,3163.445,12738.137,0.4369,Cheer,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Selections\SL11 Trial 3_trim.Table.1.selections.txt,SL11_Trial_3_trim,True,SL11,Domain,5/14/2025,10:22:00,Rattlesnake,Inc,2,,3,clear,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Trimmed\SL11 Trial 3_trim.WAV,SL11 Trial 3_trim.WAV,True,True
26,Spectrogram 1,1,52.71739014,53.32705206,2952.548,12949.033,0.6097,Cheer,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Selections\SL11 Trial 3_trim.Table.1.selections.txt,SL11_Trial_3_trim,True,SL11,Domain,5/14/2025,10:22:00,Rattlesnake,Inc,2,,3,clear,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Trimmed\SL11 Trial 3_trim.WAV,SL11 Trial 3_trim.WAV,True,True
27,Spectrogram 1,1,54.73266147,55.33216235,2994.728,12695.958,0.5995,Cheer,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Selections\SL11 Trial 3_trim.Table.1.selections.txt,SL11_Trial_3_trim,True,SL11,Domain,5/14/2025,10:22:00,Rattlesnake,Inc,2,,3,clear,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Trimmed\SL11 Trial 3_trim.WAV,SL11 Trial 3_trim.WAV,True,True
28,Spectrogram 1,1,57.18364971,57.3733223,2362.039,12105.448,0.1897,E,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Selections\SL11 Trial 3_trim.Table.1.selections.txt,SL11_Trial_3_trim,True,SL11,Domain,5/14/2025,10:22:00,Rattlesnake,Inc,2,,3,clear,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Trimmed\SL11 Trial 3_trim.WAV,SL11 Trial 3_trim.WAV,True,True
29,Spectrogram 1,1,58.82973688,59.46310787,3121.265,12780.316,0.6334,Cheer,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Selections\SL11 Trial 3_trim.Table.1.selections.txt,SL11_Trial_3_trim,True,SL11,Domain,5/14/2025,10:22:00,Rattlesnake,Inc,2,,3,clear,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Trimmed\SL11 Trial 3_trim.WAV,SL11 Trial 3_trim.WAV,True,True
1,Spectrogram 1,1,1.36327945,1.434407073,1602.812,14045.694,0.0711,Check,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Selections\SL12 Trial 1_trim.Table.1.selections.txt,SL12_Trial_1_trim,True,SL12,Harrison x Circle,5/14/2025,8:30:00,GroundSquirrel,Nestling,13,1.0,1,clear,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Trimmed\SL12 Trial 1_trim.WAV,SL12 Trial 1_trim.WAV,True,True
2,Spectrogram 1,1,1.641015884,1.718917567,1476.274,13750.439,0.0779,Check,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Selections\SL12 Trial 1_trim.Table.1.selections.txt,SL12_Trial_1_trim,True,SL12,Harrison x Circle,5/14/2025,8:30:00,GroundSquirrel,Nestling,13,1.0,1,clear,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Trimmed\SL12 Trial 1_trim.WAV,SL12 Trial 1_trim.WAV,True,True
3,Spectrogram 1,1,2.299385695,2.387448466,1602.812,17040.422,0.0881,Chits,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Selections\SL12 Trial 1_trim.Table.1.selections.txt,SL12_Trial_1_trim,True,SL12,Harrison x Circle,5/14/2025,8:30:00,GroundSquirrel,Nestling,13,1.0,1,clear,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Trimmed\SL12 Trial 1_trim.WAV,SL12 Trial 1_trim.WAV,True,True
22,Spectrogram 1,1,4.245898591,4.311098912,1729.35,14889.279,0.0652,Check,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Selections\SL12 Trial 1_trim.Table.1.selections.txt,SL12_Trial_1_trim,True,SL12,Harrison x Circle,5/14/2025,8:30:00,GroundSquirrel,Nestling,13,1.0,1,clear,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Trimmed\SL12 Trial 1_trim.WAV,SL12 Trial 1_trim.WAV,True,True
4,Spectrogram 1,1,4.630326461,4.703147599,1476.274,19992.97,0.0728,Chits,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Selections\SL12 Trial 1_trim.Table.1.selections.txt,SL12_Trial_1_trim,True,SL12,Harrison x Circle,5/14/2025,8:30:00,GroundSquirrel,Nestling,13,1.0,1,clear,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Trimmed\SL12 Trial 1_trim.WAV,SL12 Trial 1_trim.WAV,True,True
19,Spectrogram 1,1,5.705933564,5.77960146,2741.652,18896.309,0.0737,B,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Selections\SL12 Trial 1_trim.Table.1.selections.txt,SL12_Trial_1_trim,True,SL12,Harrison x Circle,5/14/2025,8:30:00,GroundSquirrel,Nestling,13,1.0,1,clear,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Trimmed\SL12 Trial 1_trim.WAV,SL12 Trial 1_trim.WAV,True,True
23,Spectrogram 1,1,6.813931501,6.878285065,2024.605,15395.431,0.0644,Check,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Selections\SL12 Trial 1_trim.Table.1.selections.txt,SL12_Trial_1_trim,True,SL12,Harrison x Circle,5/14/2025,8:30:00,GroundSquirrel,Nestling,13,1.0,1,clear,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Trimmed\SL12 Trial 1_trim.WAV,SL12 Trial 1_trim.WAV,True,True
5,Spectrogram 1,1,7.057594154,7.148197198,1729.35,19992.97,0.0906,Chits,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Selections\SL12 Trial 1_trim.Table.1.selections.txt,SL12_Trial_1_trim,True,SL12,Harrison x Circle,5/14/2025,8:30:00,GroundSquirrel,Nestling,13,1.0,1,clear,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Trimmed\SL12 Trial 1_trim.WAV,SL12 Trial 1_trim.WAV,True,True
24,Spectrogram 1,1,7.640805973,7.695845205,1982.425,14973.638,0.055,Check,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Selections\SL12 Trial 1_trim.Table.1.selections.txt,SL12_Trial_1_trim,True,SL12,Harrison x Circle,5/14/2025,8:30:00,GroundSquirrel,Nestling,13,1.0,1,clear,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Trimmed\SL12 Trial 1_trim.WAV,SL12 Trial 1_trim.WAV,True,True
6,Spectrogram 1,1,8.87538886,8.978693266,1729.35,18727.592,0.1033,Chits,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Selections\SL12 Trial 1_trim.Table.1.selections.txt,SL12_Trial_1_trim,True,SL12,Harrison x Circle,5/14/2025,8:30:00,GroundSquirrel,Nestling,13,1.0,1,clear,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Trimmed\SL12 Trial 1_trim.WAV,SL12 Trial 1_trim.WAV,True,True
25,Spectrogram 1,1,9.070357679,9.117776095,2362.039,15142.355,0.0474,Check,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Selections\SL12 Trial 1_trim.Table.1.selections.txt,SL12_Trial_1_trim,True,SL12,Harrison x Circle,5/14/2025,8:30:00,GroundSquirrel,Nestling,13,1.0,1,clear,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Trimmed\SL12 Trial 1_trim.WAV,SL12 Trial 1_trim.WAV,True,True
26,Spectrogram 1,1,9.776135273,9.825247204,1560.633,13413.005,0.0491,Check,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Selections\SL12 Trial 1_trim.Table.1.selections.txt,SL12_Trial_1_trim,True,SL12,Harrison x Circle,5/14/2025,8:30:00,GroundSquirrel,Nestling,13,1.0,1,clear,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Trimmed\SL12 Trial 1_trim.WAV,SL12 Trial 1_trim.WAV,True,True
7,Spectrogram 1,1,11.01474846,11.12398017,1813.708,20161.687,0.1092,Chits,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Selections\SL12 Trial 1_trim.Table.1.selections.txt,SL12_Trial_1_trim,True,SL12,Harrison x Circle,5/14/2025,8:30:00,GroundSquirrel,Nestling,13,1.0,1,clear,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Trimmed\SL12 Trial 1_trim.WAV,SL12 Trial 1_trim.WAV,True,True
20,Spectrogram 1,1,11.51730484,11.60452085,2151.142,18179.262,0.0872,B,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Selections\SL12 Trial 1_trim.Table.1.selections.txt,SL12_Trial_1_trim,True,SL12,Harrison x Circle,5/14/2025,8:30:00,GroundSquirrel,Nestling,13,1.0,1,clear,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Trimmed\SL12 Trial 1_trim.WAV,SL12 Trial 1_trim.WAV,True,True
8,Spectrogram 1,1,13.00041575,13.0969461,1898.067,21806.678,0.0965,Chits,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Selections\SL12 Trial 1_trim.Table.1.selections.txt,SL12_Trial_1_trim,True,SL12,Harrison x Circle,5/14/2025,8:30:00,GroundSquirrel,Nestling,13,1.0,1,clear,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Trimmed\SL12 Trial 1_trim.WAV,SL12 Trial 1_trim.WAV,True,True
9,Spectrogram 1,1,15.41539962,15.51616375,2024.605,19782.074,0.1008,Chits,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Selections\SL12 Trial 1_trim.Table.1.selections.txt,SL12_Trial_1_trim,True,SL12,Harrison x Circle,5/14/2025,8:30:00,GroundSquirrel,Nestling,13,1.0,1,clear,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Trimmed\SL12 Trial 1_trim.WAV,SL12 Trial 1_trim.WAV,True,True
27,Spectrogram 1,1,17.4569529,17.51622592,1560.633,16576.45,0.0593,Check,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Selections\SL12 Trial 1_trim.Table.1.selections.txt,SL12_Trial_1_trim,True,SL12,Harrison x Circle,5/14/2025,8:30:00,GroundSquirrel,Nestling,13,1.0,1,clear,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Trimmed\SL12 Trial 1_trim.WAV,SL12 Trial 1_trim.WAV,True,True
10,Spectrogram 1,1,18.59606793,18.68159043,1855.888,22144.112,0.0855,Chits,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Selections\SL12 Trial 1_trim.Table.1.selections.txt,SL12_Trial_1_trim,True,SL12,Harrison x Circle,5/14/2025,8:30:00,GroundSquirrel,Nestling,13,1.0,1,clear,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Trimmed\SL12 Trial 1_trim.WAV,SL12 Trial 1_trim.WAV,True,True
28,Spectrogram 1,1,19.20489708,19.27771822,2066.784,17757.469,0.0728,Check,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Selections\SL12 Trial 1_trim.Table.1.selections.txt,SL12_Trial_1_trim,True,SL12,Harrison x Circle,5/14/2025,8:30:00,GroundSquirrel,Nestling,13,1.0,1,clear,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Trimmed\SL12 Trial 1_trim.WAV,SL12 Trial 1_trim.WAV,True,True
29,Spectrogram 1,1,20.46340154,20.79617721,2193.322,22439.367,0.3328,Cheer,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Selections\SL12 Trial 1_trim.Table.1.selections.txt,SL12_Trial_1_trim,True,SL12,Harrison x Circle,5/14/2025,8:30:00,GroundSquirrel,Nestling,13,1.0,1,clear,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Trimmed\SL12 Trial 1_trim.WAV,SL12 Trial 1_trim.WAV,True,True
30,Spectrogram 1,1,25.66644249,25.75789229,2193.322,15775.044,0.0914,Check,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Selections\SL12 Trial 1_trim.Table.1.selections.txt,SL12_Trial_1_trim,True,SL12,Harrison x Circle,5/14/2025,8:30:00,GroundSquirrel,Nestling,13,1.0,1,clear,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Trimmed\SL12 Trial 1_trim.WAV,SL12 Trial 1_trim.WAV,True,True
31,Spectrogram 1,1,25.84934209,25.95772704,1898.067,16028.12,0.1084,Check,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Selections\SL12 Trial 1_trim.Table.1.selections.txt,SL12_Trial_1_trim,True,SL12,Harrison x Circle,5/14/2025,8:30:00,GroundSquirrel,Nestling,13,1.0,1,clear,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Trimmed\SL12 Trial 1_trim.WAV,SL12 Trial 1_trim.WAV,True,True
11,Spectrogram 1,1,26.16574516,26.27413011,2024.605,19360.281,0.1084,Chits,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Selections\SL12 Trial 1_trim.Table.1.selections.txt,SL12_Trial_1_trim,True,SL12,Harrison x Circle,5/14/2025,8:30:00,GroundSquirrel,Nestling,13,1.0,1,clear,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Trimmed\SL12 Trial 1_trim.WAV,SL12 Trial 1_trim.WAV,True,True
32,Spectrogram 1,1,30.50879776,30.5934735,2699.473,15268.893,0.0847,Check,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Selections\SL12 Trial 1_trim.Table.1.selections.txt,SL12_Trial_1_trim,True,SL12,Harrison x Circle,5/14/2025,8:30:00,GroundSquirrel,Nestling,13,1.0,1,clear,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Trimmed\SL12 Trial 1_trim.WAV,SL12 Trial 1_trim.WAV,True,True
12,Spectrogram 1,1,31.07361682,31.1633731,1855.888,18390.158,0.0898,Chits,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Selections\SL12 Trial 1_trim.Table.1.selections.txt,SL12_Trial_1_trim,True,SL12,Harrison x Circle,5/14/2025,8:30:00,GroundSquirrel,Nestling,13,1.0,1,clear,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Trimmed\SL12 Trial 1_trim.WAV,SL12 Trial 1_trim.WAV,True,True
33,Spectrogram 1,1,31.92457617,32.02618706,2572.935,13202.109,0.1016,Check,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Selections\SL12 Trial 1_trim.Table.1.selections.txt,SL12_Trial_1_trim,True,SL12,Harrison x Circle,5/14/2025,8:30:00,GroundSquirrel,Nestling,13,1.0,1,clear,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Trimmed\SL12 Trial 1_trim.WAV,SL12 Trial 1_trim.WAV,True,True
34,Spectrogram 1,1,37.257447,37.34212274,3079.086,11304.042,0.0847,Check,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Selections\SL12 Trial 1_trim.Table.1.selections.txt,SL12_Trial_1_trim,True,SL12,Harrison x Circle,5/14/2025,8:30:00,GroundSquirrel,Nestling,13,1.0,1,clear,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Trimmed\SL12 Trial 1_trim.WAV,SL12 Trial 1_trim.WAV,True,True
35,Spectrogram 1,1,37.5267676,37.59789522,2868.19,11472.759,0.0711,Check,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Selections\SL12 Trial 1_trim.Table.1.selections.txt,SL12_Trial_1_trim,True,SL12,Harrison x Circle,5/14/2025,8:30:00,GroundSquirrel,Nestling,13,1.0,1,clear,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Trimmed\SL12 Trial 1_trim.WAV,SL12 Trial 1_trim.WAV,True,True
36,Spectrogram 1,1,40.42606501,40.50057966,2235.501,16449.912,0.0745,Check,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Selections\SL12 Trial 1_trim.Table.1.selections.txt,SL12_Trial_1_trim,True,SL12,Harrison x Circle,5/14/2025,8:30:00,GroundSquirrel,Nestling,13,1.0,1,clear,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Trimmed\SL12 Trial 1_trim.WAV,SL12 Trial 1_trim.WAV,True,True
37,Spectrogram 1,1,40.72412362,40.81218639,2446.397,16492.091,0.0881,Check,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Selections\SL12 Trial 1_trim.Table.1.selections.txt,SL12_Trial_1_trim,True,SL12,Harrison x Circle,5/14/2025,8:30:00,GroundSquirrel,Nestling,13,1.0,1,clear,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Trimmed\SL12 Trial 1_trim.WAV,SL12 Trial 1_trim.WAV,True,True
38,Spectrogram 1,1,41.18262442,41.31471858,2994.728,13159.93,0.1321,Check,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Selections\SL12 Trial 1_trim.Table.1.selections.txt,SL12_Trial_1_trim,True,SL12,Harrison x Circle,5/14/2025,8:30:00,GroundSquirrel,Nestling,13,1.0,1,clear,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Trimmed\SL12 Trial 1_trim.WAV,SL12 Trial 1_trim.WAV,True,True
39,Spectrogram 1,1,43.03532966,43.09968323,2741.652,11599.297,0.0644,Check,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Selections\SL12 Trial 1_trim.Table.1.selections.txt,SL12_Trial_1_trim,True,SL12,Harrison x Circle,5/14/2025,8:30:00,GroundSquirrel,Nestling,13,1.0,1,clear,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Trimmed\SL12 Trial 1_trim.WAV,SL12 Trial 1_trim.WAV,True,True
13,Spectrogram 1,1,45.02114267,45.12021328,1644.991,18643.234,0.0991,Chits,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Selections\SL12 Trial 1_trim.Table.1.selections.txt,SL12_Trial_1_trim,True,SL12,Harrison x Circle,5/14/2025,8:30:00,GroundSquirrel,Nestling,13,1.0,1,clear,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Trimmed\SL12 Trial 1_trim.WAV,SL12 Trial 1_trim.WAV,True,True
14,Spectrogram 1,1,49.70567217,49.81405712,1518.453,19824.253,0.1084,Chits,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Selections\SL12 Trial 1_trim.Table.1.selections.txt,SL12_Trial_1_trim,True,SL12,Harrison x Circle,5/14/2025,8:30:00,GroundSquirrel,Nestling,13,1.0,1,clear,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Trimmed\SL12 Trial 1_trim.WAV,SL12 Trial 1_trim.WAV,True,True
15,Spectrogram 1,1,50.8541049,50.95402227,1518.453,17968.366,0.0999,Chits,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Selections\SL12 Trial 1_trim.Table.1.selections.txt,SL12_Trial_1_trim,True,SL12,Harrison x Circle,5/14/2025,8:30:00,GroundSquirrel,Nestling,13,1.0,1,clear,C:\Users\sllaw\OneDrive\Documents\OSU Postdoc\Data\Recordings\C4VE\Trimmed\SL12 Trial 1_trim.WAV,SL12 Trial 1_trim.WAV,True,True
